序号,文件名,本地路径,发布人,发布时间,发布内容,评论数,评论内容
222,V5bCQAzNzcxNDQ5OTantLRp0bsfGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTantLRp0bsfGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
223,V5bCQAzNzcxNDQ5OTamtLRpXdc8GQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTamtLRpXdc8GQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
224,V5bCQAzNzcxNDQ5OTaltLRp9ME8GQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaltLRp9ME8GQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
225,V5bCQAzNzcxNDQ5OTaktLRpkFhFGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaktLRpkFhFGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
226,V5bCQAzNzcxNDQ5OTajtLRpGJVPGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTajtLRpGJVPGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
227,V5bCQAzNzcxNDQ5OTaitLRpxj5PGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaitLRpxj5PGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
228,V5bCQAzNzcxNDQ5OTahtLRpbOZlGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTahtLRpbOZlGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
229,V5bCQAzNzcxNDQ5OTagtLRpn5lhGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTagtLRpn5lhGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
230,V5bCQAzNzcxNDQ5OTaftLRp9DZiGQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTaftLRp9DZiGQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月14日 09:06,2026.03.13 PHL费城机场 F指廊 AA Admirals休息室，寰宇一家蓝宝石绿宝石可进。有热食但种类很少，饭点和航班高峰期压根没地方坐，站在电视柜上面吃的饭。,0,
231,V5bCQAzNzcxNDQ5OTZswLNp9fuyNQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZswLNp9fuyNQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
232,V5bCQAzNzcxNDQ5OTZrwLNpcurmNQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZrwLNpcurmNQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
233,V5bCQAzNzcxNDQ5OTZqwLNp4dHBNQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZqwLNp4dHBNQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
234,V5bCQAzNzcxNDQ5OTZpwLNpraOqNg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZpwLNpraOqNg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
235,V5bCQAzNzcxNDQ5OTZowLNpZZHtNQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZowLNpZZHtNQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
236,V5bCQAzNzcxNDQ5OTZnwLNpc9JCNg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZnwLNpc9JCNg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
237,V5bCQAzNzcxNDQ5OTZmwLNpwTlXOA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZmwLNpwTlXOA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
238,V5bCQAzNzcxNDQ5OTZlwLNp.qIsOQ!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZlwLNp.qIsOQ!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
239,V5bCQAzNzcxNDQ5OTZkwLNpJxpOOA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZkwLNpJxpOOA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
240,V5bCQAzNzcxNDQ5OTZjwLNpeAtcOQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZjwLNpeAtcOQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
241,V5bCQAzNzcxNDQ5OTZiwLNpqfiROQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZiwLNpqfiROQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
242,V5bCQAzNzcxNDQ5OTZhwLNp.quuOQ!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZhwLNp.quuOQ!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
243,V5bCQAzNzcxNDQ5OTZgwLNpNaoIAA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZgwLNpNaoIAA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
244,V5bCQAzNzcxNDQ5OTZfwLNp5S7HAA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZfwLNp5S7HAA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
245,V5bCQAzNzcxNDQ5OTZewLNpiWtTAA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZewLNpiWtTAA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
246,V5bCQAzNzcxNDQ5OTZdwLNpVgq6AQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZdwLNpVgq6AQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
247,V5bCQAzNzcxNDQ5OTZcwLNpL9TVAQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZcwLNpL9TVAQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
248,V5bCQAzNzcxNDQ5OTZbwLNpbz3VAQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZbwLNpbz3VAQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
249,V5bCQAzNzcxNDQ5OTZawLNpFVvlAQ!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZawLNpFVvlAQ!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
250,V5bCQAzNzcxNDQ5OTZZwLNpySsbAg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZZwLNpySsbAg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
251,V5bCQAzNzcxNDQ5OTZYwLNpVNsLAg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZYwLNpVNsLAg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
252,V5bCQAzNzcxNDQ5OTZXwLNpTPEpAg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZXwLNpTPEpAg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
253,V5bCQAzNzcxNDQ5OTZWwLNpbetJAg!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZWwLNpbetJAg!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
254,V5bCQAzNzcxNDQ5OTZVwLNpvDc_Ag!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZVwLNpvDc_Ag!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:44,2025.03.19 土耳其航空伊斯坦布尔IST自营休息室，巨大。 菜品的和饮品种类极端丰富，虽然有点节约成本的味道比如说肉菜并没有那么大方，但能逛很久了，具体看图吧。,0,
255,V5bCQAzNzcxNDQ5OTZJvrNp6bpFFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZJvrNp6bpFFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
256,V5bCQAzNzcxNDQ5OTZIvrNpPf9FFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZIvrNpPf9FFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
257,V5bCQAzNzcxNDQ5OTZHvrNpXlNJFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZHvrNpXlNJFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
258,V5bCQAzNzcxNDQ5OTZGvrNpFSViFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZGvrNpFSViFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
259,V5bCQAzNzcxNDQ5OTZFvrNp6ediFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZFvrNp6ediFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
260,V5bCQAzNzcxNDQ5OTZEvrNpJ_Z0FA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZEvrNpJ_Z0FA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
261,V5bCQAzNzcxNDQ5OTZDvrNp8R15FA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZDvrNp8R15FA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
262,V5bCQAzNzcxNDQ5OTZCvrNp6eR5FA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZCvrNp6eR5FA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
263,V5bCQAzNzcxNDQ5OTZBvrNp9YCTFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZBvrNp9YCTFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
264,V5bCQAzNzcxNDQ5OTZAvrNpfNqNFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTZAvrNpfNqNFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
265,V5bCQAzNzcxNDQ5OTY_vrNpe6qbFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTY_vrNpe6qbFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
266,V5bCQAzNzcxNDQ5OTY.vrNpaZqsFA!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTY.vrNpaZqsFA!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
267,V5bCQAzNzcxNDQ5OTY9vrNpF6CnFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTY9vrNpF6CnFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
268,V5bCQAzNzcxNDQ5OTY8vrNp4.u5FA!!,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTY8vrNp4.u5FA!!,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
269,V5bCQAzNzcxNDQ5OTY7vrNpICjUFA!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTY7vrNpICjUFA!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:35,2025.03.14 VIE维也纳机场申根区外 奥地利航空自营休息室 红色配色算是奥地利航空的一个特色了，虽然设计语言没有瑞士航空那么连续，但是特色基本上还是有的，休息室装修还行。但是热食少，水果也少，饮料倒是很丰富。,0,
270,V5bCQAzNzcxNDQ5OTYtvLNpCrO4Lw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYtvLNpCrO4Lw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
271,V5bCQAzNzcxNDQ5OTYsvLNpjBG0Lw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYsvLNpjBG0Lw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
272,V5bCQAzNzcxNDQ5OTYrvLNpyByxLw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYrvLNpyByxLw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
273,V5bCQAzNzcxNDQ5OTYqvLNp1sLGLw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYqvLNp1sLGLw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
274,V5bCQAzNzcxNDQ5OTYpvLNpBX_PLw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYpvLNpBX_PLw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
275,V5bCQAzNzcxNDQ5OTYovLNpiDLbLw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYovLNpiDLbLw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
276,V5bCQAzNzcxNDQ5OTYnvLNpPVrgLw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYnvLNpPVrgLw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
277,V5bCQAzNzcxNDQ5OTYmvLNpVIPmLw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYmvLNpVIPmLw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
278,V5bCQAzNzcxNDQ5OTYlvLNpyMj2Lw!!.jpg,/Users/lazywords/Code/高卡紫相关/QQ群相册/机场休息室/images/V5bCQAzNzcxNDQ5OTYlvLNpyMj2Lw!!.jpg,6岔路口[em]e327853[/em]矢泽兔熊,2026年03月13日 15:26,2025.03.13 LHR T3 BA Club Lounges 英国航空希思罗自营休息室 吃的不算差，整体空间其实有点小，热食基本靠热狗和印度菜顶,0,
